Dummy,Locality,Assemblage name,GeoLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,Krapina,Krapina Layer 1-9 human remains 608,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 608,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 608,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 608,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 609,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 610,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 611,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 612,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 613,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 614,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 615,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 616,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 617,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 4 human remains 618,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 619,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 620,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 621,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 622,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 623,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 624,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 4 human remains 625,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 626,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 627,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 628,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 629,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 630,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 631,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 632,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 633,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 634,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 635,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 636,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 637,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 638,Complex II Unit c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 639,Complex II Unit c9,-,-,-,-,-,-,-,-,-
