"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae"
"Krapina","Krapina Layer 1-9 human remains 398","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 398","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 398","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 398","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 398","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 6 human remains 399","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 400","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 401","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 402","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 403","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 404","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 405","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 406","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 407","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 408","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 409","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 410","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 411","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 412","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 413","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
