Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Krapina;Croatia;Europe;Southern Europe;rock shelter;15.863;46.166;Krapina Layer 1-9 Archaeological Assemblage;1;miscellaneous finds, raw material, symbolic artifacts, technology, typology;120000#120000#120000#120000#120000#120000#120000#120000#120000;140000#140000#140000#140000#140000#140000#140000#140000#140000;Complex II Unit c1#Complex II Unit c2#Complex II Unit c3#Complex II Unit c4#Complex II Unit c5#Complex II Unit c6#Complex II Unit c7#Complex II Unit c8#Complex II Unit c9;symbolic artifacts, typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;1191
Kulna Cave;Czech Republic;Europe;Central Europe;cave;16.738;49.408;Kulna Cave Layer 6a Archaeological Assemblage;1;raw material, typology, technology, organic tools;45900;76620;Unit 6a;organic tools, technology, typology;Middle Paleolithic;Micoquian;991
Kulna Cave;Czech Republic;Europe;Central Europe;cave;16.738;49.408;Kulna Cave Layer 7a Archaeological Assemblage;2;organic tools, raw material, symbolic artifacts, technology, typology;43400;75090;Unit 7a;symbolic artifacts, typology, technology, organic tools;Middle Paleolithic;Micoquian;7920
Kulna Cave;Czech Republic;Europe;Central Europe;cave;16.738;49.408;Kulna Cave Layer 7c+alpha Archaeological Assemblage;3;raw material, typology, technology, organic tools;43400#49300;76000#76000;Unit 7alpha#Unit 7c;technology, organic tools, typology;Middle Paleolithic;Micoquian;660
Kulna Cave;Czech Republic;Europe;Central Europe;cave;16.738;49.408;Kulna Cave Layer 11 Archaeological Assemblage;4;raw material, typology, technology, organic tools;70600;130000;Unit 11;typology, technology, organic tools;Middle Paleolithic;Middle Paleolithic - Eurasia;11235
Kulna Cave;Czech Republic;Europe;Central Europe;cave;16.738;49.408;Kulna Cave Layer 14 Archaeological Assemblage;5;raw material, typology, technology;115000;190000;Unit 14;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;178
Kulna Cave;Czech Republic;Europe;Central Europe;cave;16.738;49.408;Kulna Cave layer 7d assemblage;72;miscellaneous finds;49300;77500;Unit 7d;miscellaneous finds;Middle Paleolithic;Micoquian;-1
Königsaue;Germany;Europe;Central Europe;open air;11.394;51.818;Königsaue level A assemblage;4;miscellaneous finds, raw material, technology, typology;45000;90000;Königsaue layer Ib;typology, miscellaneous finds, technology;Middle Paleolithic;Micoquian;1490
Königsaue;Germany;Europe;Central Europe;open air;11.394;51.818;Königsaue level B assemblage;5;feature, miscellaneous finds, raw material, technology, typology;45000;90000;Königsaue layer Ib;technology, typology, feature, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;3991
Königsaue;Germany;Europe;Central Europe;open air;11.394;51.818;Königsaue level C assemblage;6;raw material, technology, typology;45000;90000;Königsaue layer Ib;typology, technology;Middle Paleolithic;Micoquian;297
La Borde;France;Europe;Western Europe;collapsed cave;1.851;44.623;La Borde Unit IIIb Archaeological Assemblage;1;raw material, technology, typology;116000;243000;Unit IIIb;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2814
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 8 Archaeological Assemblage;37;raw material, technology, typology;91000#91000#91000#91000;116000#116000#116000#116000;Unit 8a#Unit 8b#Unit 8c#Unit 8d;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1894
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 8 prime Archaeological Assemblage;38;raw material, technology, typology;91000;116000;Unit 8 prime;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1826
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 9 Archaeological Assemblage;39;raw material, technology, typology;91000;116000;Unit 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;4129
La Chaise - Bourgeois-Delaunay;France;Europe;Western Europe;cave;0.447;45.67;La Chaise - Bourgeois-Delaunay Layer 10 Archaeological Assemblage;40;raw material, technology, typology;91000;116000;Unit 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1204
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 48/49 Archaeological Assemblage;14;raw material, technology, typology;126000#126000;287000#287000;Unit 48#Unit 49;typology, technology;Middle Paleolithic;Mousterian - Eurasia;54
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 50 Archaeological Assemblage;15;raw material, technology, typology;126000;287000;Unit 50;technology, typology;Middle Paleolithic;Mousterian - Eurasia;127
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 51 Archaeological Assemblage;16;raw material, technology, typology;126000;287000;Unit 51;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1517
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 52 Archaeological Assemblage;17;raw material, technology, typology;126000;287000;Unit 52;technology, typology;Middle Paleolithic;Mousterian - Eurasia;791
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 53 Archaeological Assemblage;18;raw material, technology, typology;126000;287000;Unit 53;technology, typology;Middle Paleolithic;Mousterian - Eurasia;296
La Chapelle-aux-Saints;France;Europe;Western Europe;cave;1.723;44.987;La Chapelle-aux-Saints Unit 1 Archaeological Assemblage;1;feature, miscellaneous finds, raw material, technology, typology;40000;71000;Unit 1;miscellaneous finds, technology, typology, feature;Middle Paleolithic;Late Mousterian - Eurasia;2300
La Chapelle-aux-Saints;France;Europe;Western Europe;cave;1.723;44.987;La Chapelle-aux-Saints Archaeological Collection Ecole Bossuet;2;raw material, technology, typology;40000;71000;Unit 1;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;183
La Cotte de St. Brelade;Jersey;Europe;Western Europe;cave;-2.188;49.176;La Cotte de St. Brelade Archaeological Assemblage Layer 9;13;raw material, technology, typology;75000;126000;Unit 9;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;86
La Cotte de St. Brelade;Jersey;Europe;Western Europe;cave;-2.188;49.176;La Cotte de St. Brelade Archaeological Assemblage Layer 6;14;raw material, technology, typology;126000;273000;Unit 6.1;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;95
La Cotte de St. Brelade;Jersey;Europe;Western Europe;cave;-2.188;49.176;La Cotte de St. Brelade Archaeological Assemblage Layer 5;15;raw material, technology, typology;126000;273000;Unit 5;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;3348
La Cotte de St. Brelade;Jersey;Europe;Western Europe;cave;-2.188;49.176;La Cotte de St. Brelade Archaeological Assemblage Layer 3;4;raw material, technology, typology;126000;273000;Unit 3;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;1177
La Cotte de St. Brelade;Jersey;Europe;Western Europe;cave;-2.188;49.176;La Cotte de St. Brelade Archaeological Assemblage Layer A;5;raw material, technology, typology;126000;273000;Unit A;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;35155
La Cotte de St. Brelade;Jersey;Europe;Western Europe;cave;-2.188;49.176;La Cotte de St. Brelade Archaeological Assemblage Layer B;6;raw material, technology, typology;126000;273000;Unit B;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;5787
La Croix-Guémard;France;Europe;Western Europe;open air;-0.173;47;La Croix-Guémard Archaeological Surface Collection;1;raw material, technology, typology;30000;70000;Soil Surface;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;2000
La Ferrassie_Grand Abri;France;Europe;Western Europe;rock shelter;0.938;44.952;La Ferrassie_Grand Abri Peyrony Unit A Archaeological Assemblage;12;raw material, technology, typology;58500;100300;Peyrony Unit A;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;-1
La Folie;France;Europe;Western Europe;open air;0.356;46.618;La Folie Unit 11 Archaeological Assemblage;1;raw material, technology, typology;55300;85000;Unit 11;technology, typology;Middle Paleolithic;Mousterian of Acheulean Tradition;1308
La Grotte Marcel Clouet;France;Europe;Western Europe;cave;-0.346;45.708;La Grotte Marcel Clouet Unit 2 Arch. Assemblage;6;raw material, technology, typology;30000;70000;Unit 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;79
La Grotte Marcel Clouet;France;Europe;Western Europe;cave;-0.346;45.708;La Grotte Marcel Clouet Unit 3 Arch. Assemblage;7;raw material, technology, typology;30000;70000;Unit 3;typology, technology;Middle Paleolithic;Mousterian - Eurasia;49
La Grotte Marcel Clouet;France;Europe;Western Europe;cave;-0.346;45.708;La Grotte Marcel Clouet Unit 4 Arch. Assemblage;8;raw material, technology, typology;40000;70000;Unit 4;technology, typology;Middle Paleolithic;Mousterian of Acheulean Tradition;128
La Grotte Marcel Clouet;France;Europe;Western Europe;cave;-0.346;45.708;La Grotte Marcel Clouet Unit 5 Arch. Assemblage;9;raw material, technology, typology;40000;70000;Unit 5;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;47
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site II Lower Level Archaeological Assemblage;1;raw material, technology, typology;116000;126000;Site II Unit A1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1783
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site I-III Lower Level Archaeological Assemblage;2;raw material, technology, typology;116000;126000;Site I-III Unit A1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1399
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site I-III Unit C2 feature;3;feature;11780;116000;Site I-III Unit C2;feature;Middle Paleolithic;Mousterian - Eurasia;-1
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site II Unit C3-C2 feature;4;feature;11780#11780;116000#116000;Site II Unit C2#Site II Unit C3;feature;Middle Paleolithic;Mousterian - Eurasia;-1
La Micoque;France;Europe;Western Europe;open air;1.006;44.958;La Micoque Unit 8 Archaeological Assemblage;1;raw material, technology, typology;11780;360000;Exc. Hauser Unit B;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;287
La Micoque;France;Europe;Western Europe;open air;1.006;44.958;La Micoque Unit 7 Archaeological Assemblage;2;raw material, technology, typology;11780;360000;Exc. Hauser Unit C;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;207
La Micoque;France;Europe;Western Europe;open air;1.006;44.958;La Micoque Unit 6 Archaeological Assemblage;3;raw material, technology, typology;11780#11780;360000#360000;Exc. Hauser Unit D#Exc. Peyrony Unit N;technology, typology;Middle Paleolithic;Micoquian;305
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics D;11;raw material, technology, typology;55000;65000;Unit D;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1232
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics E;12;raw material, technology, typology;55000;65000;Unit E;typology, technology;Middle Paleolithic;Mousterian - Eurasia;526
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics F;13;raw material, technology, typology;55000;65000;Unit F;typology, technology;Middle Paleolithic;Mousterian - Eurasia;161
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics G1;14;raw material, technology, typology;60000;71000;Unit G;typology, technology;Middle Paleolithic;Denticulate Mousterian;697
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics G2;15;raw material, technology, typology;60000;71000;Unit G;typology, technology;Middle Paleolithic;Mousterian - Eurasia;583
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics G3;16;raw material, technology, typology;60000;71000;Unit G;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1307
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics J-K;17;raw material, technology, typology;60000;71000;Unit J-K;typology, technology;Middle Paleolithic;Mousterian - Eurasia;16
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics L;18;raw material, technology, typology;60000;71000;Unit L;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2232
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics L1;19;raw material, technology, typology;60000;71000;Unit L;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1231
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics M1;20;raw material, technology, typology;60000;71000;Unit M;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1753
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics M2;21;raw material, technology, typology;60000;71000;Unit M;technology, typology;Middle Paleolithic;Mousterian - Eurasia;564
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics M3;22;raw material, technology, typology;60000;71000;Unit M;technology, typology;Middle Paleolithic;Mousterian - Eurasia;62
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics N;23;raw material, technology, typology;60000;71000;Unit N;technology, typology;Middle Paleolithic;Mousterian - Eurasia;274
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics OP;24;raw material, technology, typology;60000;71000;Unit O;technology, typology;Middle Paleolithic;Mousterian - Eurasia;31
La Roche Cotard;France;Europe;Western Europe;cave;0.431;47.337;LRC II - Unit 7(b,c);1;raw material, symbolic artifacts, technology, typology;69000;81500;Unit 7 (LRCII);technology, symbolic artifacts, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;74
La Roche Cotard;France;Europe;Western Europe;cave;0.431;47.337;LRC I - lower Unit;2;technology, typology;75000;130000;lower unit (LRCI);typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
La Roche Cotard;France;Europe;Western Europe;cave;0.431;47.337;LRC I - cave wall;3;symbolic artifacts;45000;130000;cave wall (LRCI);symbolic artifacts;Middle Paleolithic;Middle Paleolithic - Eurasia;0
La Rochette;France;Europe;Western Europe;rock shelter;1.104;45.012;La Rochette Unit 8+9 Archaeological Assemblage;2;raw material, technology, typology;30300#30300;350000#350000;Unit 8#Unit 9;typology, technology;Middle Paleolithic;Mousterian - Eurasia;753
La Rochette;France;Europe;Western Europe;rock shelter;1.104;45.012;La Rochette Unit 10 Archaeological Assemblage;3;miscellaneous finds, raw material, technology, typology;30300;350000;Unit 10;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;137
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH A Archaeological Assemblage;1;raw material, technology, typology;29000;126000;Ensemble I;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2210
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH Bs Archaeological Assemblage;2;raw material, technology, typology;29000;126000;Ensemble I;technology, typology;Middle Paleolithic;Mousterian - Eurasia;233
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH B Archaeological Assemblage;3;raw material, technology, typology;29000;126000;Ensemble II;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2757
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH Bb Archaeological Assemblage;4;raw material, technology, typology;29000;126000;Ensemble II;technology, typology;Middle Paleolithic;Mousterian - Eurasia;747
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH C-E Archaeological Assemblage;5;raw material, technology, typology;29000;126000;Ensemble III;technology, typology;Middle Paleolithic;Mousterian - Eurasia;503
La Tabaterie;France;Europe;Western Europe;rock shelter;0.56;45.366;Sandougne (1928) - level AB;1;typology;40000;80000;Unit 2 (Sandougne);typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
La Tabaterie;France;Europe;Western Europe;rock shelter;0.56;45.366;Brouillaud (1928) - level C;4;miscellaneous finds, typology;43000;80000;Unit C (Brouillaud);miscellaneous finds, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
La Tabaterie;France;Europe;Western Europe;rock shelter;0.56;45.366;Brouillaud (1928) - level A;5;typology;45000;80000;Unit A (Brouillaud);typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
La Tabaterie;France;Europe;Western Europe;rock shelter;0.56;45.366;Sandougne (1928) - level D;6;typology;40000;80000;Unit 4 (Sandougne);typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
La Viña;Spain;Europe;Southern Europe;rock shelter;-4.837;39.327;Level I.B archaeological assemblage;1;raw material, technology, typology;40000;350000;I.B;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1300
Laussel_Grand Abri;France;Europe;Western Europe;rock shelter;1.107;44.948;Laussel_Grand Abri Unit 8 Archaeological Assemblage;6;raw material, technology, typology;35000;350000;Unit 8;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Laussel_Grand Abri;France;Europe;Western Europe;rock shelter;1.107;44.948;Laussel_Grand Abri Unit 9 Archaeological Assemblage;7;raw material, technology, typology;35000;350000;Unit 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Laussel_Grand Abri;France;Europe;Western Europe;rock shelter;1.107;44.948;Laussel_Grand Abri Unit 11 Archaeological Assemblage;8;raw material, technology, typology;35000;350000;Unit 11;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Baste;France;Europe;Western Europe;open air;-1.46;43.479;Le Baste Niveau 4 Archaeological Assemblage;5;raw material, typology, technology;40000;70000;Unit E;technology, typology;Middle Paleolithic;Mousterian of Acheulean Tradition;354
Le Mas-Viel;France;Europe;Western Europe;cave;1.851;44.697;Le Mas-Viel Unit 2 Archaeological Assemblage;1;raw material, technology, typology;30000;350000;Unit 2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit G Archaeological Assemblage;5;miscellaneous finds, raw material, technology, typology;40700;60800;Unit G;typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian of Acheulean Tradition;2729
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit F Archaeological Assemblage;6;miscellaneous finds, raw material, technology, typology;40700;300000;Unit F;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit B Archaeological Assemblage;7;raw material, technology, typology;40700;300000;Unit B;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Prissé;France;Europe;Western Europe;open air;-1.459;43.482;Le Prissé Complex II C6 Patinated Mousterian Archaeological Assemblage;3;raw material, typology, technology;45000;78000;Complex II C6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1336
Le Prissé;France;Europe;Western Europe;open air;-1.459;43.482;Le Prissé Complex II C6 Acheulean Archaeological Assemblage;4;raw material, typology, technology;45000;78000;Complex II C6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;107
Le Rescoundudou;France;Europe;Western Europe;collapsed cave;2.574;44.417;Le Rescoundudou Unit C1 Archaeological Assemblage;1;raw material, technology, typology;71000;126000;Unit C1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;E2 (Scuvé);1;raw material, technology, typology;91500;102500;Unit D2c1;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;31
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;TR67 (Scuvé);2;raw material, technology, typology;91500;102500;Unit D2b2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;727
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-1 (Cliquet);3;feature;71000;84500;Unit D3c;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-2 (Cliquet);4;feature;71000;84500;Unit D3c;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-3 (Cliquet);5;feature;84500;91500;Unit D3b;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-4 (Cliquet);6;feature;84500;91500;Unit D3b;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-5 (Cliquet);7;feature;84500;91500;Unit D3b;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Le Rozel;France;Europe;Western Europe;open air;-1.84;49.472;D3-6 (Cliquet);8;feature;85000;100000;Unit D3a;feature;Middle Paleolithic;Late Mousterian - Eurasia;-1
Lehringen;Germany;Europe;Central Europe;open air;9.38;52.87;Lehringen Layer IV elephant assemblage;1;feature, organic tools, paleofauna, plant remains, raw material, technology, typology;115000;130000;Layer IV;technology, typology, organic tools, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;25
Les Canalettes;France;Europe;Western Europe;rock shelter;3.26;43.982;Les Canalettes Unit 2 Archaeological Assemblage;1;raw material, technology, typology;67500;79500;Unit 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;15826
Les Fendeux;France;Europe;Western Europe;open air;3.837;46.476;Middle Paleolithic occupation;1;raw material, technology, typology;0;90000;Unit 1;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;1082
Les Fieux;France;Europe;Western Europe;collapsed shelter;1.689;44.877;Les Fieux Central Unit Ks Archaeological Assemblage;5;raw material, technology, typology;30000;126000;Unit K;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Les Fieux;France;Europe;Western Europe;collapsed shelter;1.689;44.877;Les Fieux West Unit K Archaeological Assemblage;6;raw material, technology, typology;30000;126000;Unit K;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1890
Les Pradelles;France;Europe;Western Europe;collapsed shelter;0.432;45.74;Les Pradelles Unit 9 Archaeological Assemblage;1;raw material, technology, typology;40130;62400;UL B;typology, technology;Middle Paleolithic;Mousterian - Eurasia;444
Les Pradelles;France;Europe;Western Europe;collapsed shelter;0.432;45.74;Les Pradelles Unit 10 Archaeological Assemblage;2;raw material, technology, typology;40130;62400;UL B;technology, typology;Middle Paleolithic;Mousterian - Eurasia;550
Les Pradelles;France;Europe;Western Europe;collapsed shelter;0.432;45.74;Les Pradelles Facies 4a Archaeological Assemblage;3;organic tools, raw material, technology, typology;46780;62400;UL C;technology, typology, organic tools;Middle Paleolithic;Mousterian - Eurasia;1191
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit IIIa Archaeological Assemblage;1;raw material, typology, technology, miscellaneous finds;11780;116000;Unit IIIa;typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;1804
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit IV Archaeological Assemblage;2;raw material, typology, technology, miscellaneous finds;11780#11780;116000#116000;Unit IVa#Unit IVc;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;453
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit Vb Archaeological Assemblage;3;raw material, typology, technology, miscellaneous finds;60000;126000;Unit Vb;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;50
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit VI Archaeological Assemblage;4;raw material, typology, technology;116000;126000;Unit VI;technology, typology;Middle Paleolithic;Mousterian - Eurasia;112
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit VII Archaeological Assemblage;5;raw material, typology, technology;126000;300000;Unit VII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;13
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit VIII Archaeological Assemblage;6;raw material, typology, technology;126000;300000;Unit VIII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1
Lichtenberg;Germany;Europe;Central Europe;open air;11.255;52.918;Li-I assemblage;1;feature, function, raw material, technology, typology;62800#64500;78800#78500;Lichtenberg Layer 7#Lichtenberg Layer 8;typology, function, technology, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;405
Lichtenberg;Germany;Europe;Central Europe;open air;11.255;52.918;Li-II assemblage;2;feature, function, raw material, technology, typology;81300;100600;Lichtenberg Layer 11a;feature, typology, function, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;192
Loewenburg Neu-Muehlefeld III;Switzerland;Europe;Central Europe;open air;7.3;47.41;Loewenburg Neu-Muehlefeld III Mousterian assemblage finds;1;raw material, technology, typology;50000;75000;Mousterian assemblage;typology, technology;Middle Paleolithic;Mousterian - Eurasia;364
Long-Buisson I;France;Europe;Western Europe;open air;1.182;49.006;Long-Buisson I Zone 5 Yellow Loam Archaeological Assemblage;1;raw material, typology, technology;126000;300000;Z5 Tr7 Yellow Loam;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;2396
Long-Buisson I;France;Europe;Western Europe;open air;1.182;49.006;Long-Buisson I Zone 5 Black Loam Archaeolgical Assemblage;2;raw material, typology, technology;116000;126000;Z5 Tr9 Black Loam;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;57
Long-Buisson I;France;Europe;Western Europe;open air;1.182;49.006;Long-Buisson I Zone 6 White Series Archaeolgical Assemblage;4;raw material, typology, technology;11780;116000;Z6 Tr1 Gravelly Loam;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;448
Longavesnes;France;Europe;Western Europe;open air;3.059;49.963;Longavesnes Unit 3 Archaeological Assemblage;1;raw material, typology, technology;126000;300000;Unit 3;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;2513
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Association C artefacts;1;raw material, technology, typology;30150;78120;Association C;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-iii artefacts;2;raw material, technology, typology;43830;78120;Unit B-iii;typology, technology;Middle Paleolithic;Mousterian - Eurasia;46
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:05 artefacts;3;raw material, technology, typology;43830;78120;Unit B-ii:05;typology, technology;Middle Paleolithic;Mousterian - Eurasia;15
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:04 artefacts;4;raw material, technology, typology;43830;78120;Unit B-ii:04;typology, technology;Middle Paleolithic;Mousterian - Eurasia;51
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:03 artefacts;5;raw material, technology, typology;43830;78120;Unit B-ii:03;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2269
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:02 artefacts;6;raw material, technology, typology;43830;78120;Unit B-ii:02;technology, typology;Middle Paleolithic;Mousterian - Eurasia;86
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:01 artefacts;7;raw material, technology, typology;43830;78120;Unit B-ii:01;typology, technology;Middle Paleolithic;Mousterian - Eurasia;158
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-i:03 artefacts;8;raw material, technology, typology;43830;78120;Unit B-i:03;technology, typology;Middle Paleolithic;Mousterian - Eurasia;20
